// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> 一旦寮に戻り、ジャージに着替える。

//<2107> 男子生徒
<2107> 男子生徒

//<2108> ？？
<2108> ？？

//<2109> 「ああ、俺たちはいつもここで銃の練習をしている」
<2109> 「ああ、俺たちはいつもここで銃の練習をしている」

//<2110> nothing
<2110> nothing

//<2111> nothing
<2111> nothing

//<2112> nothing
<2112> nothing

//<2113> nothing
<2113> nothing

//<2114> nothing
<2114> nothing

//<2115> 先客が居た。高松だ。
<2115> 先客が居た。高松だ。

//<2116> nothing
<2116> nothing

//<2117> nothing
<2117> nothing

//<2118> nothing
<2118> nothing

//<2119> nothing
<2119> nothing

//<2120> nothing
<2120> nothing

//<2121> 高松
<2121> 高松

//<2122> 「これはこれは。おふたりで銃の練習ですか。仲よさそうですね」
<2122> 「これはこれは。おふたりで銃の練習ですか。仲よさそうですね」

//<2123> 音無
<2123> 音無

//<2124> クソ坊主
<2124> クソ坊主

//<2125> 代理人
<2125> 代理人

//<2126> 微妙すぎるイケメン
<2126> 微妙すぎるイケメン

//<2127> ロリコン
<2127> ロリコン

//<2128> メガネ仲間
<2128> メガネ仲間

//<2129> 暗算日本記録保持者
<2129> 暗算日本記録保持者

//<2130> 通り魔
<2130> 通り魔

//<2131> 記憶ナシ男
<2131> 記憶ナシ男

//<2132> 音速
<2132> 音速

//<2133> 無限
<2133> 無限

//<2134> エロ侍
<2134> エロ侍

//<2135> エロエロ団ナンバー１
<2135> エロエロ団ナンバー１

//<2136> ただのエロ少年
<2136> ただのエロ少年

//<2137> ユリブサイク
<2137> ユリブサイク

//<2138> ドピュッシー
<2138> ドピュッシー

//<2139> アメリカンエロドッグ
<2139> アメリカンエロドッグ

//<2140> ゼウス
<2140> ゼウス

//<2141> 日向markⅡ
<2141> 日向markⅡ

//<2142> 糞虫
<2142> 糞虫

//<2143> 量産型日向
<2143> 量産型日向

//<2144> ？？
<2144> ？？

//<2145> 「恐いこと言うなよ…」
<2145> 「恐いこと言うなよ…」

//<2146> 日向
<2146> 日向

//<2147> 男Ｂ
<2147> 男Ｂ

//<2148> エロエロ団総帥
<2148> エロエロ団総帥

//<2149> イケチン
<2149> イケチン

//<2150> ホモ太
<2150> ホモ太

//<2151> ひなチン
<2151> ひなチン

//<2152> 秀樹
<2152> 秀樹

//<2153> 男子生徒
<2153> 男子生徒

//<2154> ？？
<2154> ？？

//<2155> 「え？　どーして！？」
<2155> 「え？　どーして！？」

//<2156> 音無
<2156> 音無

//<2157> クソ坊主
<2157> クソ坊主

//<2158> 代理人
<2158> 代理人

//<2159> 微妙すぎるイケメン
<2159> 微妙すぎるイケメン

//<2160> ロリコン
<2160> ロリコン

//<2161> メガネ仲間
<2161> メガネ仲間

//<2162> 暗算日本記録保持者
<2162> 暗算日本記録保持者

//<2163> 通り魔
<2163> 通り魔

//<2164> 記憶ナシ男
<2164> 記憶ナシ男

//<2165> 音速
<2165> 音速

//<2166> 無限
<2166> 無限

//<2167> エロ侍
<2167> エロ侍

//<2168> エロエロ団ナンバー１
<2168> エロエロ団ナンバー１

//<2169> ただのエロ少年
<2169> ただのエロ少年

//<2170> ユリブサイク
<2170> ユリブサイク

//<2171> ドピュッシー
<2171> ドピュッシー

//<2172> アメリカンエロドッグ
<2172> アメリカンエロドッグ

//<2173> ゼウス
<2173> ゼウス

//<2174> 日向markⅡ
<2174> 日向markⅡ

//<2175> 糞虫
<2175> 糞虫

//<2176> 量産型日向
<2176> 量産型日向

//<2177> ？？
<2177> ？？

//<2178> 「いや…お前がホモだから」
<2178> 「いや…お前がホモだから」

//<2179> nothing
<2179> nothing

//<2180> nothing
<2180> nothing

//<2181> nothing
<2181> nothing

//<2182> nothing
<2182> nothing

//<2183> 日向
<2183> 日向

//<2184> 男Ｂ
<2184> 男Ｂ

//<2185> エロエロ団総帥
<2185> エロエロ団総帥

//<2186> イケチン
<2186> イケチン

//<2187> ホモ太
<2187> ホモ太

//<2188> ひなチン
<2188> ひなチン

//<2189> 秀樹
<2189> 秀樹

//<2190> 男子生徒
<2190> 男子生徒

//<2191> ？？
<2191> ？？

//<2192> 「だから、ちっっがーーーーーうっ！！」
<2192> 「だから、ちっっがーーーーーうっ！！」

//<2193> nothing
<2193> nothing

//<2194> nothing
<2194> nothing

//<2195> nothing
<2195> nothing

//<2196> nothing
<2196> nothing

//<2197> nothing
<2197> nothing

//<2198> 高松
<2198> 高松

//<2199> 「火のない所に、なになにってやつですよ」
<2199> 「火のない所に、なになにってやつですよ」

//<2200> 音無
<2200> 音無

//<2201> クソ坊主
<2201> クソ坊主

//<2202> 代理人
<2202> 代理人

//<2203> 微妙すぎるイケメン
<2203> 微妙すぎるイケメン

//<2204> ロリコン
<2204> ロリコン

//<2205> メガネ仲間
<2205> メガネ仲間

//<2206> 暗算日本記録保持者
<2206> 暗算日本記録保持者

//<2207> 通り魔
<2207> 通り魔

//<2208> 記憶ナシ男
<2208> 記憶ナシ男

//<2209> 音速
<2209> 音速

//<2210> 無限
<2210> 無限

//<2211> エロ侍
<2211> エロ侍

//<2212> エロエロ団ナンバー１
<2212> エロエロ団ナンバー１

//<2213> ただのエロ少年
<2213> ただのエロ少年

//<2214> ユリブサイク
<2214> ユリブサイク

//<2215> ドピュッシー
<2215> ドピュッシー

//<2216> アメリカンエロドッグ
<2216> アメリカンエロドッグ

//<2217> ゼウス
<2217> ゼウス

//<2218> 日向markⅡ
<2218> 日向markⅡ

//<2219> 糞虫
<2219> 糞虫

//<2220> 量産型日向
<2220> 量産型日向

//<2221> ？？
<2221> ？？

//<2222> 「お前、やっぱり…！」
<2222> 「お前、やっぱり…！」

//<2223> nothing
<2223> nothing

//<2224> nothing
<2224> nothing

//<2225> nothing
<2225> nothing

//<2226> nothing
<2226> nothing

//<2227> nothing
<2227> nothing

//<2228> 日向
<2228> 日向

//<2229> 男Ｂ
<2229> 男Ｂ

//<2230> エロエロ団総帥
<2230> エロエロ団総帥

//<2231> イケチン
<2231> イケチン

//<2232> ホモ太
<2232> ホモ太

//<2233> ひなチン
<2233> ひなチン

//<2234> 秀樹
<2234> 秀樹

//<2235> 男子生徒
<2235> 男子生徒

//<2236> ？？
<2236> ？？

//<2237> 「ホモじゃねぇーー！！」
<2237> 「ホモじゃねぇーー！！」

//<2238> この必死さが余計に疑わしく思える…。
<2238> この必死さが余計に疑わしく思える…。

//<2239> nothing
<2239> nothing

//<2240> nothing
<2240> nothing

//<2241> nothing
<2241> nothing

//<2242> nothing
<2242> nothing

//<2243> nothing
<2243> nothing

//<2244> 日向
<2244> 日向

//<2245> 男Ｂ
<2245> 男Ｂ

//<2246> エロエロ団総帥
<2246> エロエロ団総帥

//<2247> イケチン
<2247> イケチン

//<2248> ホモ太
<2248> ホモ太

//<2249> ひなチン
<2249> ひなチン

//<2250> 秀樹
<2250> 秀樹

//<2251> 男子生徒
<2251> 男子生徒

//<2252> ？？
<2252> ？？

//<2253> 「音無、ぜってー違うからなっ」
<2253> 「音無、ぜってー違うからなっ」

//<2254> 音無
<2254> 音無

//<2255> クソ坊主
<2255> クソ坊主

//<2256> 代理人
<2256> 代理人

//<2257> 微妙すぎるイケメン
<2257> 微妙すぎるイケメン

//<2258> ロリコン
<2258> ロリコン

//<2259> メガネ仲間
<2259> メガネ仲間

//<2260> 暗算日本記録保持者
<2260> 暗算日本記録保持者

//<2261> 通り魔
<2261> 通り魔

//<2262> 記憶ナシ男
<2262> 記憶ナシ男

//<2263> 音速
<2263> 音速

//<2264> 無限
<2264> 無限

//<2265> エロ侍
<2265> エロ侍

//<2266> エロエロ団ナンバー１
<2266> エロエロ団ナンバー１

//<2267> ただのエロ少年
<2267> ただのエロ少年

//<2268> ユリブサイク
<2268> ユリブサイク

//<2269> ドピュッシー
<2269> ドピュッシー

//<2270> アメリカンエロドッグ
<2270> アメリカンエロドッグ

//<2271> ゼウス
<2271> ゼウス

//<2272> 日向markⅡ
<2272> 日向markⅡ

//<2273> 糞虫
<2273> 糞虫

//<2274> 量産型日向
<2274> 量産型日向

//<2275> ？？
<2275> ？？

//<2276> 「あ、ああ…」
<2276> 「あ、ああ…」

//<2277> 音無
<2277> 音無

//<2278> クソ坊主
<2278> クソ坊主

//<2279> 代理人
<2279> 代理人

//<2280> 微妙すぎるイケメン
<2280> 微妙すぎるイケメン

//<2281> ロリコン
<2281> ロリコン

//<2282> メガネ仲間
<2282> メガネ仲間

//<2283> 暗算日本記録保持者
<2283> 暗算日本記録保持者

//<2284> 通り魔
<2284> 通り魔

//<2285> 記憶ナシ男
<2285> 記憶ナシ男

//<2286> 音速
<2286> 音速

//<2287> 無限
<2287> 無限

//<2288> エロ侍
<2288> エロ侍

//<2289> エロエロ団ナンバー１
<2289> エロエロ団ナンバー１

//<2290> ただのエロ少年
<2290> ただのエロ少年

//<2291> ユリブサイク
<2291> ユリブサイク

//<2292> ドピュッシー
<2292> ドピュッシー

//<2293> アメリカンエロドッグ
<2293> アメリカンエロドッグ

//<2294> ゼウス
<2294> ゼウス

//<2295> 日向markⅡ
<2295> 日向markⅡ

//<2296> 糞虫
<2296> 糞虫

//<2297> 量産型日向
<2297> 量産型日向

//<2298> ？？
<2298> ？？

//<2299> 「ああ。よくしてもらってるよ」
<2299> 「ああ。よくしてもらってるよ」

//<2300> 日向
<2300> 日向

//<2301> 男Ｂ
<2301> 男Ｂ

//<2302> エロエロ団総帥
<2302> エロエロ団総帥

//<2303> イケチン
<2303> イケチン

//<2304> ホモ太
<2304> ホモ太

//<2305> ひなチン
<2305> ひなチン

//<2306> 秀樹
<2306> 秀樹

//<2307> 男子生徒
<2307> 男子生徒

//<2308> ？？
<2308> ？？

//<2309> 「おお、そう言ってもらえると嬉しいぜ」
<2309> 「おお、そう言ってもらえると嬉しいぜ」

//<2310> 日向
<2310> 日向

//<2311> 男Ｂ
<2311> 男Ｂ

//<2312> エロエロ団総帥
<2312> エロエロ団総帥

//<2313> イケチン
<2313> イケチン

//<2314> ホモ太
<2314> ホモ太

//<2315> ひなチン
<2315> ひなチン

//<2316> 秀樹
<2316> 秀樹

//<2317> 男子生徒
<2317> 男子生徒

//<2318> ？？
<2318> ？？

//<2319> 「新入りの面倒を見るのも俺の仕事さ」
<2319> 「新入りの面倒を見るのも俺の仕事さ」

//<2320> nothing
<2320> nothing

//<2321> nothing
<2321> nothing

//<2322> nothing
<2322> nothing

//<2323> nothing
<2323> nothing

//<2324> nothing
<2324> nothing

//<2325> 高松
<2325> 高松

//<2326> 「私は、これで終わりますので、少しお待ちを」
<2326> 「私は、これで終わりますので、少しお待ちを」

//<2327> nothing
<2327> nothing

//<2328> nothing
<2328> nothing

//<2329> nothing
<2329> nothing

//<2330> nothing
<2330> nothing

//<2331> nothing
<2331> nothing

//<2332> nothing
<2332> nothing

//<2333> 川縁のごつごつした岩肌の手前に学習机が並び、その上には缶コーヒーの空き缶だろうか、いくつも並んでいた。
<2333> 川縁のごつごつした岩肌の手前に学習机が並び、その上には缶コーヒーの空き缶だろうか、いくつも並んでいた。

//<2334> 高松はそれに向けて、銃を構える。
<2334> 高松はそれに向けて、銃を構える。

//<2335> se_handgun
<2335> se_handgun

//<2336> None
<2336> None

//<2337> se_shotting_can
<2337> se_shotting_can

//<2338> かぁん！
<2338> かぁん！

//<2339> se_handgun
<2339> se_handgun

//<2340> None
<2340> None

//<2341> se_shotting_can
<2341> se_shotting_can

//<2342> かぁん！
<2342> かぁん！

//<2343> se_handgun
<2343> se_handgun

//<2344> None
<2344> None

//<2345> se_shotting_can
<2345> se_shotting_can

//<2346> かぁん！
<2346> かぁん！

//<2347> se_handgun
<2347> se_handgun

//<2348> None
<2348> None

//<2349> 左から、順に缶を飛ばしていく。最後だけは外れたが、それでもすごい命中率だ…。
<2349> 左から、順に缶を飛ばしていく。最後だけは外れたが、それでもすごい命中率だ…。

//<2350> nothing
<2350> nothing

//<2351> nothing
<2351> nothing

//<2352> nothing
<2352> nothing

//<2353> nothing
<2353> nothing

//<2354> nothing
<2354> nothing

//<2355> 高松
<2355> 高松

//<2356> 「立て直してきます」
<2356> 「立て直してきます」

//<2357> nothing
<2357> nothing

//<2358> nothing
<2358> nothing

//<2359> nothing
<2359> nothing

//<2360> nothing
<2360> nothing

//<2361> nothing
<2361> nothing

//<2362> nothing
<2362> nothing

//<2363> 高松がもう一度、缶を立て直し戻ってきて、俺を見て訊く。
<2363> 高松がもう一度、缶を立て直し戻ってきて、俺を見て訊く。

//<2364> nothing
<2364> nothing

//<2365> nothing
<2365> nothing

//<2366> nothing
<2366> nothing

//<2367> nothing
<2367> nothing

//<2368> nothing
<2368> nothing

//<2369> 高松
<2369> 高松

//<2370> 「あなたが撃つんでしょう？」
<2370> 「あなたが撃つんでしょう？」

//<2371> 日向
<2371> 日向

//<2372> 男Ｂ
<2372> 男Ｂ

//<2373> エロエロ団総帥
<2373> エロエロ団総帥

//<2374> イケチン
<2374> イケチン

//<2375> ホモ太
<2375> ホモ太

//<2376> ひなチン
<2376> ひなチン

//<2377> 秀樹
<2377> 秀樹

//<2378> 男子生徒
<2378> 男子生徒

//<2379> ？？
<2379> ？？

//<2380> 「ああ、そうだ」
<2380> 「ああ、そうだ」

//<2381> 俺より先に日向が答えていた。
<2381> 俺より先に日向が答えていた。

//<2382> nothing
<2382> nothing

//<2383> nothing
<2383> nothing

//<2384> nothing
<2384> nothing

//<2385> nothing
<2385> nothing

//<2386> nothing
<2386> nothing

//<2387> 高松
<2387> 高松

//<2388> 「それは興味深い。見学していきます」
<2388> 「それは興味深い。見学していきます」

//<2389> nothing
<2389> nothing

//<2390> nothing
<2390> nothing

//<2391> nothing
<2391> nothing

//<2392> nothing
<2392> nothing

//<2393> nothing
<2393> nothing

//<2394> nothing
<2394> nothing

//<2395> 音無
<2395> 音無

//<2396> クソ坊主
<2396> クソ坊主

//<2397> 代理人
<2397> 代理人

//<2398> 微妙すぎるイケメン
<2398> 微妙すぎるイケメン

//<2399> ロリコン
<2399> ロリコン

//<2400> メガネ仲間
<2400> メガネ仲間

//<2401> 暗算日本記録保持者
<2401> 暗算日本記録保持者

//<2402> 通り魔
<2402> 通り魔

//<2403> 記憶ナシ男
<2403> 記憶ナシ男

//<2404> 音速
<2404> 音速

//<2405> 無限
<2405> 無限

//<2406> エロ侍
<2406> エロ侍

//<2407> エロエロ団ナンバー１
<2407> エロエロ団ナンバー１

//<2408> ただのエロ少年
<2408> ただのエロ少年

//<2409> ユリブサイク
<2409> ユリブサイク

//<2410> ドピュッシー
<2410> ドピュッシー

//<2411> アメリカンエロドッグ
<2411> アメリカンエロドッグ

//<2412> ゼウス
<2412> ゼウス

//<2413> 日向markⅡ
<2413> 日向markⅡ

//<2414> 糞虫
<2414> 糞虫

//<2415> 量産型日向
<2415> 量産型日向

//<2416> ？？
<2416> ？？

//<2417> （あの後で…なんてプレッシャーだ！！）
<2417> （あの後で…なんてプレッシャーだ！！）

//<2418> nothing
<2418> nothing

//<2419> nothing
<2419> nothing

//<2420> nothing
<2420> nothing

//<2421> nothing
<2421> nothing

//<2422> nothing
<2422> nothing

//<2423> 日向
<2423> 日向

//<2424> 男Ｂ
<2424> 男Ｂ

//<2425> エロエロ団総帥
<2425> エロエロ団総帥

//<2426> イケチン
<2426> イケチン

//<2427> ホモ太
<2427> ホモ太

//<2428> ひなチン
<2428> ひなチン

//<2429> 秀樹
<2429> 秀樹

//<2430> 男子生徒
<2430> 男子生徒

//<2431> ？？
<2431> ？？

//<2432> 「銃を取り出せ」
<2432> 「銃を取り出せ」

//<2433> 言われた通りに取り出す。
<2433> 言われた通りに取り出す。

//<2434> nothing
<2434> nothing

//<2435> nothing
<2435> nothing

//<2436> nothing
<2436> nothing

//<2437> nothing
<2437> nothing

//<2438> nothing
<2438> nothing

//<2439> 日向
<2439> 日向

//<2440> 男Ｂ
<2440> 男Ｂ

//<2441> エロエロ団総帥
<2441> エロエロ団総帥

//<2442> イケチン
<2442> イケチン

//<2443> ホモ太
<2443> ホモ太

//<2444> ひなチン
<2444> ひなチン

//<2445> 秀樹
<2445> 秀樹

//<2446> 男子生徒
<2446> 男子生徒

//<2447> ？？
<2447> ？？

//<2448> 「高松のように、ここから缶を狙って撃て」
<2448> 「高松のように、ここから缶を狙って撃て」

//<2449> 音無
<2449> 音無

//<2450> クソ坊主
<2450> クソ坊主

//<2451> 代理人
<2451> 代理人

//<2452> 微妙すぎるイケメン
<2452> 微妙すぎるイケメン

//<2453> ロリコン
<2453> ロリコン

//<2454> メガネ仲間
<2454> メガネ仲間

//<2455> 暗算日本記録保持者
<2455> 暗算日本記録保持者

//<2456> 通り魔
<2456> 通り魔

//<2457> 記憶ナシ男
<2457> 記憶ナシ男

//<2458> 音速
<2458> 音速

//<2459> 無限
<2459> 無限

//<2460> エロ侍
<2460> エロ侍

//<2461> エロエロ団ナンバー１
<2461> エロエロ団ナンバー１

//<2462> ただのエロ少年
<2462> ただのエロ少年

//<2463> ユリブサイク
<2463> ユリブサイク

//<2464> ドピュッシー
<2464> ドピュッシー

//<2465> アメリカンエロドッグ
<2465> アメリカンエロドッグ

//<2466> ゼウス
<2466> ゼウス

//<2467> 日向markⅡ
<2467> 日向markⅡ

//<2468> 糞虫
<2468> 糞虫

//<2469> 量産型日向
<2469> 量産型日向

//<2470> ？？
<2470> ？？

//<2471> 「ああ…」
<2471> 「ああ…」

//<2472> nothing
<2472> nothing

//<2473> nothing
<2473> nothing

//<2474> nothing
<2474> nothing

//<2475> nothing
<2475> nothing

//<2476> nothing
<2476> nothing

//<2477> nothing
<2477> nothing

//<2478> そのポジションに移動する。
<2478> そのポジションに移動する。

//<2479> 音無
<2479> 音無

//<2480> クソ坊主
<2480> クソ坊主

//<2481> 代理人
<2481> 代理人

//<2482> 微妙すぎるイケメン
<2482> 微妙すぎるイケメン

//<2483> ロリコン
<2483> ロリコン

//<2484> メガネ仲間
<2484> メガネ仲間

//<2485> 暗算日本記録保持者
<2485> 暗算日本記録保持者

//<2486> 通り魔
<2486> 通り魔

//<2487> 記憶ナシ男
<2487> 記憶ナシ男

//<2488> 音速
<2488> 音速

//<2489> 無限
<2489> 無限

//<2490> エロ侍
<2490> エロ侍

//<2491> エロエロ団ナンバー１
<2491> エロエロ団ナンバー１

//<2492> ただのエロ少年
<2492> ただのエロ少年

//<2493> ユリブサイク
<2493> ユリブサイク

//<2494> ドピュッシー
<2494> ドピュッシー

//<2495> アメリカンエロドッグ
<2495> アメリカンエロドッグ

//<2496> ゼウス
<2496> ゼウス

//<2497> 日向markⅡ
<2497> 日向markⅡ

//<2498> 糞虫
<2498> 糞虫

//<2499> 量産型日向
<2499> 量産型日向

//<2500> ？？
<2500> ？？

//<2501> （生前に撃ってるはずもないだろう…自分の感性を信じるしかない…）
<2501> （生前に撃ってるはずもないだろう…自分の感性を信じるしかない…）

//<2502> 銃を構え、照準を合わせる。
<2502> 銃を構え、照準を合わせる。

//<2503> se_handgun2
<2503> se_handgun2

//<2504> None
<2504> None

//<2505> ぱぁん！
<2505> ぱぁん！

//<2506> 撃ったが、反動を抑えきれず、天井に当たる。
<2506> 撃ったが、反動を抑えきれず、天井に当たる。

//<2507> 音無
<2507> 音無

//<2508> クソ坊主
<2508> クソ坊主

//<2509> 代理人
<2509> 代理人

//<2510> 微妙すぎるイケメン
<2510> 微妙すぎるイケメン

//<2511> ロリコン
<2511> ロリコン

//<2512> メガネ仲間
<2512> メガネ仲間

//<2513> 暗算日本記録保持者
<2513> 暗算日本記録保持者

//<2514> 通り魔
<2514> 通り魔

//<2515> 記憶ナシ男
<2515> 記憶ナシ男

//<2516> 音速
<2516> 音速

//<2517> 無限
<2517> 無限

//<2518> エロ侍
<2518> エロ侍

//<2519> エロエロ団ナンバー１
<2519> エロエロ団ナンバー１

//<2520> ただのエロ少年
<2520> ただのエロ少年

//<2521> ユリブサイク
<2521> ユリブサイク

//<2522> ドピュッシー
<2522> ドピュッシー

//<2523> アメリカンエロドッグ
<2523> アメリカンエロドッグ

//<2524> ゼウス
<2524> ゼウス

//<2525> 日向markⅡ
<2525> 日向markⅡ

//<2526> 糞虫
<2526> 糞虫

//<2527> 量産型日向
<2527> 量産型日向

//<2528> ？？
<2528> ？？

//<2529> （こんなに反動があるのか…）
<2529> （こんなに反動があるのか…）

//<2530> nothing
<2530> nothing

//<2531> nothing
<2531> nothing

//<2532> nothing
<2532> nothing

//<2533> nothing
<2533> nothing

//<2534> nothing
<2534> nothing

//<2535> 日向
<2535> 日向

//<2536> 男Ｂ
<2536> 男Ｂ

//<2537> エロエロ団総帥
<2537> エロエロ団総帥

//<2538> イケチン
<2538> イケチン

//<2539> ホモ太
<2539> ホモ太

//<2540> ひなチン
<2540> ひなチン

//<2541> 秀樹
<2541> 秀樹

//<2542> 男子生徒
<2542> 男子生徒

//<2543> ？？
<2543> ？？

//<2544> 「衝撃は、両腕と両肩に力を込めて、押さえ込め」
<2544> 「衝撃は、両腕と両肩に力を込めて、押さえ込め」

//<2545> 音無
<2545> 音無

//<2546> クソ坊主
<2546> クソ坊主

//<2547> 代理人
<2547> 代理人

//<2548> 微妙すぎるイケメン
<2548> 微妙すぎるイケメン

//<2549> ロリコン
<2549> ロリコン

//<2550> メガネ仲間
<2550> メガネ仲間

//<2551> 暗算日本記録保持者
<2551> 暗算日本記録保持者

//<2552> 通り魔
<2552> 通り魔

//<2553> 記憶ナシ男
<2553> 記憶ナシ男

//<2554> 音速
<2554> 音速

//<2555> 無限
<2555> 無限

//<2556> エロ侍
<2556> エロ侍

//<2557> エロエロ団ナンバー１
<2557> エロエロ団ナンバー１

//<2558> ただのエロ少年
<2558> ただのエロ少年

//<2559> ユリブサイク
<2559> ユリブサイク

//<2560> ドピュッシー
<2560> ドピュッシー

//<2561> アメリカンエロドッグ
<2561> アメリカンエロドッグ

//<2562> ゼウス
<2562> ゼウス

//<2563> 日向markⅡ
<2563> 日向markⅡ

//<2564> 糞虫
<2564> 糞虫

//<2565> 量産型日向
<2565> 量産型日向

//<2566> ？？
<2566> ？？

//<2567> （高松はああ見えて、それを押さえ込む筋力があるということか…）
<2567> （高松はああ見えて、それを押さえ込む筋力があるということか…）

//<2568> nothing
<2568> nothing

//<2569> nothing
<2569> nothing

//<2570> nothing
<2570> nothing

//<2571> nothing
<2571> nothing

//<2572> nothing
<2572> nothing

//<2573> 音無
<2573> 音無

//<2574> クソ坊主
<2574> クソ坊主

//<2575> 代理人
<2575> 代理人

//<2576> 微妙すぎるイケメン
<2576> 微妙すぎるイケメン

//<2577> ロリコン
<2577> ロリコン

//<2578> メガネ仲間
<2578> メガネ仲間

//<2579> 暗算日本記録保持者
<2579> 暗算日本記録保持者

//<2580> 通り魔
<2580> 通り魔

//<2581> 記憶ナシ男
<2581> 記憶ナシ男

//<2582> 音速
<2582> 音速

//<2583> 無限
<2583> 無限

//<2584> エロ侍
<2584> エロ侍

//<2585> エロエロ団ナンバー１
<2585> エロエロ団ナンバー１

//<2586> ただのエロ少年
<2586> ただのエロ少年

//<2587> ユリブサイク
<2587> ユリブサイク

//<2588> ドピュッシー
<2588> ドピュッシー

//<2589> アメリカンエロドッグ
<2589> アメリカンエロドッグ

//<2590> ゼウス
<2590> ゼウス

//<2591> 日向markⅡ
<2591> 日向markⅡ

//<2592> 糞虫
<2592> 糞虫

//<2593> 量産型日向
<2593> 量産型日向

//<2594> ？？
<2594> ？？

//<2595> 「わかった」
<2595> 「わかった」

//<2596> nothing
<2596> nothing

//<2597> nothing
<2597> nothing

//<2598> nothing
<2598> nothing

//<2599> nothing
<2599> nothing

//<2600> nothing
<2600> nothing

//<2601> 日向
<2601> 日向

//<2602> 男Ｂ
<2602> 男Ｂ

//<2603> エロエロ団総帥
<2603> エロエロ団総帥

//<2604> イケチン
<2604> イケチン

//<2605> ホモ太
<2605> ホモ太

//<2606> ひなチン
<2606> ひなチン

//<2607> 秀樹
<2607> 秀樹

//<2608> 男子生徒
<2608> 男子生徒

//<2609> ？？
<2609> ？？

//<2610> 「後、照門と照星はわかるか」
<2610> 「後、照門と照星はわかるか」

//<2611> 音無
<2611> 音無

//<2612> クソ坊主
<2612> クソ坊主

//<2613> 代理人
<2613> 代理人

//<2614> 微妙すぎるイケメン
<2614> 微妙すぎるイケメン

//<2615> ロリコン
<2615> ロリコン

//<2616> メガネ仲間
<2616> メガネ仲間

//<2617> 暗算日本記録保持者
<2617> 暗算日本記録保持者

//<2618> 通り魔
<2618> 通り魔

//<2619> 記憶ナシ男
<2619> 記憶ナシ男

//<2620> 音速
<2620> 音速

//<2621> 無限
<2621> 無限

//<2622> エロ侍
<2622> エロ侍

//<2623> エロエロ団ナンバー１
<2623> エロエロ団ナンバー１

//<2624> ただのエロ少年
<2624> ただのエロ少年

//<2625> ユリブサイク
<2625> ユリブサイク

//<2626> ドピュッシー
<2626> ドピュッシー

//<2627> アメリカンエロドッグ
<2627> アメリカンエロドッグ

//<2628> ゼウス
<2628> ゼウス

//<2629> 日向markⅡ
<2629> 日向markⅡ

//<2630> 糞虫
<2630> 糞虫

//<2631> 量産型日向
<2631> 量産型日向

//<2632> ？？
<2632> ？？

//<2633> 「いや、さっぱり」
<2633> 「いや、さっぱり」

//<2634> nothing
<2634> nothing

//<2635> nothing
<2635> nothing

//<2636> nothing
<2636> nothing

//<2637> nothing
<2637> nothing

//<2638> nothing
<2638> nothing

//<2639> 日向
<2639> 日向

//<2640> 男Ｂ
<2640> 男Ｂ

//<2641> エロエロ団総帥
<2641> エロエロ団総帥

//<2642> イケチン
<2642> イケチン

//<2643> ホモ太
<2643> ホモ太

//<2644> ひなチン
<2644> ひなチン

//<2645> 秀樹
<2645> 秀樹

//<2646> 男子生徒
<2646> 男子生徒

//<2647> ？？
<2647> ？？

//<2648> 「じゃ、俺の銃で説明する」
<2648> 「じゃ、俺の銃で説明する」

//<2649> nothing
<2649> nothing

//<2650> nothing
<2650> nothing

//<2651> nothing
<2651> nothing

//<2652> nothing
<2652> nothing

//<2653> nothing
<2653> nothing

//<2654> 日向が自分の銃を取り出す。
<2654> 日向が自分の銃を取り出す。

//<2655> nothing
<2655> nothing

//<2656> nothing
<2656> nothing

//<2657> nothing
<2657> nothing

//<2658> nothing
<2658> nothing

//<2659> nothing
<2659> nothing

//<2660> 日向
<2660> 日向

//<2661> 男Ｂ
<2661> 男Ｂ

//<2662> エロエロ団総帥
<2662> エロエロ団総帥

//<2663> イケチン
<2663> イケチン

//<2664> ホモ太
<2664> ホモ太

//<2665> ひなチン
<2665> ひなチン

//<2666> 秀樹
<2666> 秀樹

//<2667> 男子生徒
<2667> 男子生徒

//<2668> ？？
