// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無
//<1106> kn0901
<1106> kn0901

//<1107> kn0101
<1107> kn0101

//<1108> kn0109
<1108> kn0109

//<1109> kn0901
<1109> kn0901

//<1110> ep88_bg016
<1110> ep88_bg016

//<1111> bg_kuro
<1111> bg_kuro

//<1112> ep11_bg014
<1112> ep11_bg014

//<1113> kn0101
<1113> kn0101

//<1114> kn0101_05
<1114> kn0101_05

//<1115> bg_kuro
<1115> bg_kuro

//<1116> ep11_bg014
<1116> ep11_bg014

//<1117> kn0101
<1117> kn0101

//<1118> kn0101
<1118> kn0101

//<1119> kn0101
<1119> kn0101

//<1120> kn0101
<1120> kn0101

//<1121> kn0101
<1121> kn0101

//<1122> kn0101
<1122> kn0101

//<1123> kn0101_08
<1123> kn0101_08

//<1124> kn0102_01
<1124> kn0102_01

//<1125> kn0105
<1125> kn0105

//<1126> kn0106
<1126> kn0106

//<1127> kn0105_01
<1127> kn0105_01

//<1128> kn0101_08
<1128> kn0101_08

//<1129> kn0801
<1129> kn0801

//<1130> kn0909
<1130> kn0909

//<1131> kn0901
<1131> kn0901

//<1132> kn0901_05
<1132> kn0901_05

//<1133> kn0909
<1133> kn0909

//<1134> kn0901
<1134> kn0901

//<1135> kn0901_05
<1135> kn0901_05

//<1136> kn0101
<1136> kn0101

//<1137> kn0109
<1137> kn0109

//<1138> kn0101
<1138> kn0101

//<1139> kn0101_08
<1139> kn0101_08

//<1140> kn0101
<1140> kn0101

//<1141> kn0901
<1141> kn0901

//<1142> kn0901_05
<1142> kn0901_05

//<1143> kn0901
<1143> kn0901

